activity	automated	case_id	event_detail	event_end	event_start	team	user
Approve invoice	True	122960	Approve hierarchy (level 1)	2018-01-29 16:15:37	2018-01-29 16:15:37	Other	Hashim Salinas
Pay invoice	False	122984	Bank account 8632673	2018-01-01 09:45:11	2018-01-01 09:45:11	Finance	Medge Patel
Approve invoice	False	123140	Approve hierarchy (level 1)	2018-01-20 09:28:33	2018-01-20 09:28:33	Other	Keith Perez
Request data	False	123250	Request sent: 2018-01-04	2018-01-04 09:10:13	2018-01-04 08:48:19	Controlling	Fiona Luna
Final check of invoice	False	123379	Checked by Michael Castaneda	2018-01-05 11:30:10	2018-01-05 11:18:43.500	Purchasing	Michael Castaneda
Pay invoice	True	123416	Bank account 7551709	2018-01-06 15:15:38	2018-01-06 15:15:38	Administration	Hunter Garcia
Check received invoice	False	123589	Checked by Alan Boyer	2018-01-06 11:45:15	2018-01-06 11:45:14.333	Controlling	Alan Boyer
Approve invoice	False	123660	Approve hierarchy (level 1)	2018-01-08 15:29:13	2018-01-08 15:29:13	Other	Amir Gallegos
Approve invoice	False	123712	Approve hierarchy (level 3)	2018-01-08 12:50:38	2018-01-08 11:35:24.400	Line management	Griffin Donaldson
Approve invoice	False	123745	Approve hierarchy (level 3)	2018-02-23 16:13:29	2018-02-22 11:22:44.800	Financial approval	Neil Vega
Pay invoice	False	123762	Bank account 5782013	2018-02-22 11:05:47	2018-02-22 10:54:37.667	Controlling	Macy Hurst
Approve invoice	False	123873	Approve hierarchy (level 2)	2018-02-01 10:44:03	2018-01-31 01:37:37.500	Line management	Eden Morrow
Approve invoice	False	123907	Approve hierarchy (level 2)	2018-01-11 13:34:19	2018-01-11 13:34:19	Other	Colorado Ferrell
Check received invoice	False	123959	Checked by Medge Patel	2018-01-08 14:45:09	2018-01-08 14:45:09	Finance	Medge Patel
Pay employee reimbursement	True	124135	Bank account 9052340	2018-01-11 17:15:55	2018-01-11 17:15:55	Finance	Sara Salas
Approve invoice	False	124168	Approve hierarchy (level 2)	2018-01-19 10:13:33		Other	Griffith Stuart
Pay employee reimbursement	True	124494	Bank account 7322648	2018-01-13 14:45:53	2018-01-13 14:45:53	Finance	Sara Salas
Pay invoice	False	124526	Bank account 7631342	2018-01-15 11:38:26	2018-01-15 11:38:26	Finance	Medge Patel
Pay invoice	False	124689	Bank account 9111490	2018-01-21 14:29:37	2018-01-21 14:29:37	Finance	Medge Patel
Approve invoice	True	124726	Approve hierarchy (level 3)	2018-02-02 14:48:01	2018-02-02 14:48:01	Other	Imelda Pope
Approve invoice	False	124794	Approve hierarchy (level 1)	2018-01-28 14:32:21	2018-01-28 08:04:58.250	Financial approval	Naida Ortiz
Approve invoice	False	124840	Approve hierarchy (level 3)	2018-01-18 13:55:53		Other	Jason Munoz
Check received invoice	False	124965	Checked by Kyla Jackson	2018-01-19 08:00:10	2018-01-19 08:00:10	Administration	Kyla Jackson
Pay invoice	True	125119	Bank account 7831843	2018-02-01 11:10:54	2018-02-01 11:10:54	Finance	Medge Patel
Final check of invoice	False	125133	Checked by Adria Franks	2018-01-21 10:50:16	2018-01-20 14:15:18	Purchasing	Adria Franks
Check received invoice	False	125209	Checked by Fiona Luna	2018-01-21 09:00:25	2018-01-21 09:00:24.200	Controlling	Fiona Luna
Approve invoice	False	125244	Approve hierarchy (level 2)	2018-01-22 12:03:37		Other	Kaye Morrow
Final check of invoice	True	125320	Checked by System	2018-01-25 09:40:36	2018-01-25 09:40:36	Auto-processor	System
Checked and approved	False	125356	Checked by Jamal Clarke	2018-01-25 14:33:53	2018-01-25 13:00:53	Line management	Jamal Clarke
Pay invoice	False	125427	Bank account 5622103	2018-01-28 11:31:43		Finance	Cullen Combs
Pay invoice	True	125441	Bank account 5762117	2018-02-17 14:58:41	2018-02-17 14:58:41	Finance	Rebecca Love
Pay invoice	True	125482	Bank account 6102151	2018-02-04 14:24:58	2018-02-04 14:24:58	Controlling	Alan Boyer
Pay employee reimbursement	True	125532	Bank account 6572198	2018-01-27 11:15:34	2018-01-27 11:15:34	Finance	Cullen Combs
Approve invoice	False	125718	Approve hierarchy (level 2)	2018-02-01 10:57:06		Other	Nissim Combs
Check contract conditions	False	125821	Checked by Fiona Luna	2018-02-16 12:18:59	2018-02-14 21:53:55.800	Controlling	Fiona Luna
Pay invoice	False	125877	Bank account 4822504	2018-02-01 19:10:33	2018-02-01 19:10:33	Administration	Hunter Garcia
Final check of invoice	False	125899	Checked by Carla Hanson	2018-02-02 11:16:21	2018-02-02 11:16:21	Other	Carla Hanson
Final check of invoice	False	125926	Checked by Oscar Medina	2018-03-16 11:40:12		Other	Oscar Medina
Final check of invoice	False	125949	Checked by Alfreda Harrell	2018-02-03 12:56:08	2018-02-03 12:56:08	Other	Alfreda Harrell
Pay invoice	True	126030	Bank account 6182640	2018-02-09 17:51:51	2018-02-09 17:51:51	Finance	Medge Patel
Final check of invoice	True	126093	Checked by System	2018-02-09 10:38:49	2018-02-09 10:38:49	Auto-processor	System
Approve invoice	True	126134	Approve hierarchy (level 1)	2018-02-22 12:48:39	2018-02-22 12:48:39	Auto-processor	System
Pay invoice	False	126301	Bank account 8391524	2018-02-04 13:41:13	2018-02-04 13:41:13	Finance	Medge Patel
Request data	False	126399	Request sent: 2018-02-11	2018-02-15 09:25:40	2018-02-11 00:10:07.600	Controlling	Fiona Luna
Approve invoice	True	126419	Approve hierarchy (level 3)	2018-02-23 08:20:27	2018-02-23 08:20:27	Financial approval	Daphne Gordon
Check received invoice	False	126478	Checked by Macy Hurst	2018-02-04 10:47:18	2018-02-04 10:47:17.333	Controlling	Macy Hurst
Pay invoice	True	126481	Bank account 5141680	2018-03-01 15:43:42	2018-03-01 15:43:42	Controlling	Macy Hurst
Approve invoice	True	126509	Approve hierarchy (level 1)	2018-03-03 17:06:08	2018-03-03 17:06:08	Line management	Eden Morrow
Request data	False	126532	Request sent: 2018-02-04	2018-02-04 14:46:37	2018-02-04 12:16:52.333	Controlling	Macy Hurst
Approve invoice	True	126575	Approve hierarchy (level 2)	2018-02-10 09:21:56	2018-02-10 09:21:56	Auto-processor	System
Approve invoice	True	126614	Approve hierarchy (level 1)	2018-02-10 17:02:37	2018-02-10 17:02:37	Other	Nissim Combs
Check received invoice	False	126642	Checked by Medge Patel	2018-02-09 09:15:41	2018-02-09 09:15:41	Finance	Medge Patel
Check received invoice	False	126753	Checked by Gary Le	2018-02-09 15:00:16	2018-02-09 15:00:15.333	Controlling	Gary Le
Approve invoice	True	126846	Approve hierarchy (level 1)	2018-02-11 15:44:04	2018-02-11 15:44:04	Other	Nissim Combs
Approve invoice	True	126848	Approve hierarchy (level 2)	2018-02-11 16:10:45	2018-02-11 16:10:45	Other	Nissim Combs
Request data	False	126886	Request sent: 2018-02-15	2018-02-18 13:45:27	2018-02-15 16:27:26.200	Controlling	Fiona Luna
Approve invoice	True	126956	Approve hierarchy (level 3)	2018-02-17 09:43:36	2018-02-17 09:43:36	Other	Upton Mosley
Approve invoice	True	127020	Approve hierarchy (level 3)	2018-02-23 09:22:56	2018-02-23 09:22:56	Other	Kaye Morrow
Approve invoice	True	127022	Approve hierarchy (level 1)	2018-02-26 09:35:06	2018-02-26 09:35:06	Other	Micah Berger
Check received invoice	False	127165	Checked by Aaron Downs	2018-02-16 11:45:59	2018-02-16 11:45:59	Administration	Aaron Downs
Approve invoice	True	127242	Approve hierarchy (level 1)	2018-02-22 17:30:20	2018-02-22 17:30:20	Line management	Kiona Sanchez
Pay employee reimbursement	True	127350	Bank account 7762423	2018-02-17 16:30:30	2018-02-17 16:30:30	Finance	Medge Patel
Request data	False	127466	Request sent: 2018-02-25	2018-03-10 16:51:11	2018-02-25 07:27:30.333	Controlling	Macy Hurst
Checked and approved	False	127693	Checked by Jamal Clarke	2018-02-24 07:06:00	2018-02-23 14:46:16	Line management	Jamal Clarke
Final check of invoice	False	127781	Checked by Alden Baxter	2018-02-25 10:07:12	2018-02-25 05:05:32.500	Purchasing	Alden Baxter
Final check of invoice	False	127852	Checked by Alden Baxter	2018-02-26 11:48:53	2018-02-26 06:25:32	Purchasing	Alden Baxter
Approve invoice	True	127889	Approve hierarchy (level 1)	2018-03-10 10:12:56	2018-03-10 10:12:56	Other	Urielle Schultz
Check received invoice	False	127994	Checked by Hunter Garcia	2018-03-01 12:15:21	2018-03-01 12:15:21	Administration	Hunter Garcia
Approve invoice	True	128056	Approve hierarchy (level 1)	2018-03-10 08:55:22	2018-03-10 08:55:22	Line management	Griffin Donaldson
Pay invoice	True	128061	Bank account 8871678	2018-03-21 08:19:59	2018-03-21 08:19:59	Finance	Lars Walker
Pay invoice	True	128130	Bank account 9501741	2018-03-04 16:34:12	2018-03-04 16:34:12	Controlling	Alan Boyer
Approve invoice	True	128201	Approve hierarchy (level 1)	2018-03-09 16:34:13	2018-03-09 16:34:13	Financial approval	Naida Ortiz
Final check of invoice	False	128221	Checked by Briar Wells	2018-03-10 12:40:17	2018-03-10 12:40:17	Other	Briar Wells
Check received invoice	False	128259	Checked by Hunter Garcia	2018-03-03 15:15:27	2018-03-03 15:15:27	Administration	Hunter Garcia
Approve invoice	True	128351	Approve hierarchy (level 2)	2018-03-07 10:14:40	2018-03-07 10:14:40	Line management	Griffin Donaldson
Final check of invoice	False	128377	Checked by Haviva Hernandez	2018-03-07 09:20:11	2018-03-07 09:20:11	Other	Haviva Hernandez
Final check of invoice	False	128415	Checked by Carolyn Mullins	2018-03-09 08:03:22	2018-03-09 08:03:22	Other	Carolyn Mullins
Approve invoice	False	128463	Approve hierarchy (level 2)	2018-03-18 10:48:40	2018-03-16 11:30:29	Financial approval	Daphne Gordon
Request data	False	128468	Request sent: 2018-03-09	2018-03-14 16:35:08	2018-03-09 21:32:49.333	Controlling	Alan Boyer
Approve invoice	True	128493	Approve hierarchy (level 1)	2018-03-18 14:12:52	2018-03-18 14:12:52	Line management	Eden Morrow
Check contract conditions	False	128512	Checked by Macy Hurst	2018-03-08 10:06:29	2018-03-08 10:06:25.667	Controlling	Macy Hurst
Approve invoice	True	128540	Approve hierarchy (level 3)	2018-03-16 17:11:18	2018-03-16 17:11:18	Financial approval	Blythe Carpenter
Pay invoice	True	128554	Bank account 8482120	2018-03-23 16:54:03	2018-03-23 16:54:03	Controlling	Macy Hurst
Approve invoice	True	128574	Approve hierarchy (level 3)	2018-03-24 12:53:17	2018-03-24 12:53:17	Other	McKenzie Wells
Approve invoice	True	128629	Approve hierarchy (level 2)	2018-03-24 16:39:47	2018-03-24 16:39:47	Other	McKenzie Wells
Approve invoice	True	128720	Approve hierarchy (level 1)	2018-03-08 08:52:58	2018-03-08 08:52:58	Other	Hashim Salinas
Final check of invoice	False	128814	Checked by Caesar Donaldson	2018-03-18 10:58:38	2018-03-18 10:58:38	Other	Caesar Donaldson
Pay employee reimbursement	True	128872	Bank account 6192372	2018-03-15 08:06:27	2018-03-15 08:06:27	Finance	Rebecca Love
Pay invoice	True	128934	Bank account 6722425	2018-03-15 17:56:38	2018-03-15 17:56:38	Finance	Dennis Robertson
Approve invoice	True	128984	Approve hierarchy (level 1)	2018-03-11 14:51:35	2018-03-11 14:51:35	Other	Natalie Bowen
Approve invoice	True	129000	Approve hierarchy (level 2)	2018-03-11 16:46:12	2018-03-11 16:46:12	Other	Keith Perez
Pay invoice	True	129003	Bank account 7292482	2018-03-15 13:50:17	2018-03-15 13:50:17	Finance	Rebecca Love
Approve invoice	True	129151	Approve hierarchy (level 1)	2018-03-30 12:42:02	2018-03-30 12:42:02	Other	Kaye Morrow
Approve invoice	True	129164	Approve hierarchy (level 1)	2018-03-30 09:38:10	2018-03-30 09:38:10	Line management	Kiona Sanchez
Pay invoice	True	129174	Bank account 8832636	2018-03-24 10:09:31	2018-03-24 10:09:31	Controlling	Cruz Abbott
Approve invoice	True	129248	Approve hierarchy (level 1)	2018-04-11 14:06:31	2018-04-11 14:06:31	Other	Nathan Lewis
Pay invoice	True	129265	Bank account 9581374	2018-03-16 11:42:39	2018-03-16 11:42:39	Finance	Dennis Robertson
Final check of invoice	False	129292	Checked by Mikayla Fields	2018-03-16 13:09:44	2018-03-16 13:09:44	Other	Mikayla Fields
Approve invoice	True	129310	Approve hierarchy (level 2)	2018-03-24 14:46:20	2018-03-24 14:46:20	Financial approval	Lunea Fitzgerald
Check received invoice	False	129332	Checked by Aaron Downs	2018-03-15 15:30:09	2018-03-15 15:30:09	Administration	Aaron Downs
Pay invoice	False	129356	Bank account 5591456	2018-04-05 12:01:57	2018-04-02 06:49:40.333	Controlling	Alan Boyer
Final check of invoice	False	129418	Checked by Alden Baxter	2018-03-18 11:35:13	2018-03-17 23:18:57.500	Purchasing	Alden Baxter
Final check of invoice	True	129528	Checked by System	2018-04-05 18:01:04	2018-04-05 18:01:04	Auto-processor	System
Final check of invoice	False	129613	Checked by Nathan Lewis	2018-03-21 14:40:15	2018-03-21 14:40:15	Other	Nathan Lewis
Approve invoice	False	129649	Approve hierarchy (level 2)	2018-03-30 14:12:27	2018-03-30 13:37:09	Financial approval	Daphne Gordon
Approve invoice	False	129678	Approve hierarchy (level 3)	2018-04-01 08:21:38	2018-03-31 23:41:05.500	Financial approval	Blythe Carpenter
Final check of invoice	False	129789	Checked by Ashely Sutton	2018-03-29 18:22:54	2018-03-29 18:22:54	Other	Ashely Sutton
Final check of invoice	False	129972	Checked by Phelan Quinn	2018-03-30 09:20:48	2018-03-30 09:20:48	Other	Phelan Quinn
Check received invoice	False	130060	Checked by Medge Patel	2018-03-29 15:15:16	2018-03-29 15:15:16	Finance	Medge Patel
Final check of invoice	False	130109	Checked by Nathaniel Russell	2018-04-01 10:53:41	2018-04-01 10:53:41	Other	Nathaniel Russell
Final check of invoice	False	130127	Checked by Kaye Morrow	2018-04-19 07:07:34		Other	Kaye Morrow
Final check of invoice	False	130214	Checked by Gil Bush	2018-03-31 12:21:55	2018-03-31 12:21:31.500	Purchasing	Gil Bush
Check received invoice	False	130260	Checked by Lars Walker	2018-03-31 18:14:20	2018-03-31 18:14:20	Finance	Lars Walker
Request data	False	130289	Request sent: 2018-04-01	2018-04-01 15:13:12	2018-04-01 08:44:22	Controlling	Knox Gonzalez
Pay invoice	True	130340	Bank account 8922270	2018-04-05 13:55:17	2018-04-05 13:55:17	Administration	Hunter Garcia
Pay invoice	True	130567	Bank account 6082467	2018-04-13 08:36:59	2018-04-13 08:36:59	Finance	Medge Patel
Approve invoice	False	130621	Approve hierarchy (level 1)	2018-04-06 18:20:33	2018-04-06 13:45:01	Financial approval	Daphne Gordon
Final check of invoice	False	130670	Checked by Giacomo Noel	2018-04-06 16:06:33	2018-04-06 16:06:33	Other	Giacomo Noel
Approve invoice	True	130721	Approve hierarchy (level 2)	2018-04-07 09:07:40	2018-04-07 09:07:40	Financial approval	Daphne Gordon
Final check of invoice	False	130755	Checked by Bell Blevins	2018-04-05 17:56:16	2018-04-05 17:56:16	Other	Bell Blevins
Pay invoice	True	130833	Bank account 8431365	2018-04-08 17:43:33	2018-04-08 17:43:33	Finance	Medge Patel
Check received invoice	False	130904	Checked by Medge Patel	2018-04-06 14:15:26	2018-04-06 14:15:26	Finance	Medge Patel
Final check of invoice	True	131000	Checked by System	2018-04-08 08:42:05	2018-04-08 08:42:05	Auto-processor	System
Final check of invoice	True	131034	Checked by System	2018-04-13 18:17:52	2018-04-13 18:17:52	Auto-processor	System
Final check of invoice	False	131083	Checked by Jael Small	2018-04-11 14:15:06	2018-04-11 14:15:06	Other	Jael Small
Pay invoice	True	131186	Bank account 6731676	2018-04-12 13:00:12	2018-04-12 13:00:12	Administration	Hunter Garcia
Approve invoice	True	131264	Approve hierarchy (level 3)	2018-05-02 16:04:43	2018-05-02 16:04:43	Financial approval	Daphne Gordon
Request data	False	131276	Request sent: 2018-04-13	2018-04-15 14:37:23	2018-04-13 00:52:39	Controlling	Alan Boyer
Final check of invoice	False	131477	Checked by Yolanda Mcneil	2018-04-15 08:38:06		Other	Yolanda Mcneil
Checked and approved	False	131493	Checked by Autumn Higgins	2018-04-14 14:36:08	2018-04-14 14:32:28.667	Line management	Autumn Higgins
Repeat payment process	False	131523	Bank account 4961980	2018-04-18 10:37:41		Finance	Dennis Robertson
Final check of invoice	False	131545	Checked by John Tanner	2018-05-02 16:24:01	2018-04-24 03:27:10	Purchasing	John Tanner
Final check of invoice	False	131563	Checked by Shoshana Malone	2018-04-20 16:15:33	2018-04-20 16:15:14.250	Purchasing	Shoshana Malone
Approve invoice	False	131670	Approve hierarchy (level 1)	2018-04-27 16:51:50	2018-04-27 16:51:50	Other	Kay Farley
Pay invoice	True	131671	Bank account 6212105	2018-05-06 12:04:39	2018-05-06 12:04:39	Controlling	Cruz Abbott
Approve invoice	False	131743	Approve hierarchy (level 2)	2018-05-03 14:22:52	2018-05-03 13:03:42.500	Line management	Eden Morrow
Pay invoice	True	131823	Bank account 7482232	2018-04-25 09:41:11	2018-04-25 09:41:11	Finance	Medge Patel
Approve invoice	True	131980	Approve hierarchy (level 1)	2018-04-25 07:06:22	2018-04-25 07:06:22	Other	Kaye Morrow
Final check of invoice	True	132114	Checked by System	2018-05-03 15:36:27	2018-05-03 15:36:27	Auto-processor	System
Final check of invoice	False	132274	Checked by Myra Valentine	2018-04-28 11:45:57	2018-04-28 00:53:07	Purchasing	Myra Valentine
Pay invoice	True	132373	Bank account 7351363	2018-05-06 09:08:59	2018-05-06 09:08:59	Controlling	Alan Boyer
Approve invoice	True	132445	Approve hierarchy (level 2)	2018-05-02 14:36:30	2018-05-02 14:36:30	Other	Nissim Combs
Approve invoice	True	132469	Approve hierarchy (level 3)	2018-05-05 14:53:22	2018-05-05 14:53:22	Line management	Kiona Sanchez
Approve invoice	True	132510	Approve hierarchy (level 3)	2018-05-02 14:48:43	2018-05-02 14:48:43	Financial approval	Xerxes Espinoza
Pay invoice	True	132521	Bank account 8661494	2018-05-03 10:33:17	2018-05-03 10:33:17	Finance	Dennis Robertson
Final check of invoice	False	132571	Checked by Emmanuel Durham	2018-05-06 14:57:23	2018-05-06 14:57:23	Other	Emmanuel Durham
Approve invoice	True	132607	Approve hierarchy (level 3)	2018-05-09 15:57:27	2018-05-09 15:57:27	Line management	Eden Morrow
Approve invoice	True	132750	Approve hierarchy (level 1)	2018-05-05 10:59:51	2018-05-05 10:59:51	Other	Cadman Brown
Checked and approved	False	132796	Checked by Autumn Higgins	2018-05-05 07:38:45	2018-05-04 17:52:57.667	Line management	Autumn Higgins
Approve invoice	True	132850	Approve hierarchy (level 1)	2018-05-06 08:33:47	2018-05-06 08:33:47	Line management	Eden Morrow
Approve invoice	True	132874	Approve hierarchy (level 3)	2018-05-05 14:30:42	2018-05-05 14:30:42	Other	Kaye Morrow
Approve invoice	False	132883	Approve hierarchy (level 3)	2018-05-09 12:19:25	2018-05-09 12:19:25	Other	Celeste Sharp
